sentiment,text
1,im on a boat
1,is eating lychee  httpplurkcomp11c7sp
1,@parislemon httptwitpiccom3kdo8  congratulations
1,@theheartsong or just luckyor plain wrong well see
-1,@sporkcat
1,@lownleeeynjul shitmissed this part  that i am
-1,swamped and lunchless
1,@northernchick happy monday
-1,proms going to suck
1,sims 3 is on trending topics
-1,technology just conspiring against me today
-1,laying down and possibly taking a nap work tonight
1,@shoryukenftw i wont its in my backpack
1,fortune buffett with the broseph  yummy chineseeee
1,in itlesson at school and eating salad
1,@mrjholloway writing as usual
1,@szhooper haha i forgot about follow friday yesterday darn
1,@ne3tz im your lucky charm congrats
-1,im so tired
-1,tired  tomorrow is school dammit gt
1,looking at new cars today
1,finally its over   final exams over
1,bon annif @shadowkris 
1,@juliocrayone happy bday
1,such a goood moood 
1,@andreaness thanks
1,on my way to wallys with my fave person
-1,@mrsgooding httptwitpiccom4bip8 crappy photo  sad berry
-1,missed the last train  and its snowing
1,life is too short to wake up with regrets
-1,@muchmusic aww man   why not this year
1,@swayswaysarah omfg  guess what 
-1,awwwww my headfones broke
1,@gabyycamisasca hi im gaby too lol how are you
-1,@zarlana i took my ring out
1,is twittering
1,@jonomallanyk @philpaulo @stevenwbrown wake up boys game time
1,wait i hope he replies
-1,@quicnteaz good morning sweetums i missed u yesterday
-1,coraline was a little disappointing
-1,@jillbuk no  do you
1,almost done the zine yesss
-1,am sad at the loss of a dear friend
1,puzzled with twitter
-1,@dustcakeboy whats up  why arent you in school
1,gonna watch youve got mail tonight
1,cant wait for summer partayy
-1,workshop is ending
1,@thelatency httptwitpiccom6sp29  looks like a lot of fun
1,@misshiggs ps enjoyed the party too
1,what a loooooong weekend
1,4 races at hastings park net winnings 25
1,getting ready busy day txt me
1,@kirash4 very cool psych here
-1,@omgitssean me also
1,@ageinghipster meat baby
1,lovely dayyyyy
1,@mediocremum will do whats your address
1,i love republic its a good night
1,it was agreed upon our best episode yet
1,phoning with my beloved boyfriend
-1,@urchincreature why is he a forgotten australian
-1,chirstina said shes gunna twitter more no more partners
1,@nealalex assume richard arrived then
-1,had some horrible nightmares last night
-1,headed to houston in 4 hrsno sleep for me
1,@kevmylove waves like mad
1,@greggarbo seeing you tonight
-1,i feel so detached im going through tweetrawls
-1,@ellerocker theyve only brought goodies twice
-1,rip brother ceci
1,@nathanflores17 hey whats uuup
-1,no way  170 emails in my mail box
1,@nguyennoir thanks man
1,nothing again
-1,@kumi666 yes im very disappointed
1,@chrisgillis hey pup
-1,@mvnz uni work  so incredibly stupid but necessary
-1,@ilovethomas serufyoure not following me
1,@cterry1985 fair enough ill leave it at that
-1,ive smoked so much this weekend
-1,my mom and i had a fight
-1,@maft scratch that it is actually only 4 weeks
1,saw the xmen movie
1,@markmancao i love you guys
-1,feeling really ill
-1,i need my best friend
-1,i cant sleep womp womp
-1,wtf trippn myspace not workin lol  damn
1,truth you can come visit me in mine tho
-1,@deedeepearl this will be the first one ive missed
-1,@shaktijs oooh okie but i missed yesterdays
1,@minax3sjb no you actually spelt it right
1,@4everbrandy so nice and light spirited a blessing
1,@nisa12 theprincessbelleblogspotcom  i havent known anything teach me
1,@danlopez2012 will do  dim sum is delicious too
1,@martingero night for day or day for night
1,@tozaboma i have no problem with that  @mandahoofs
-1,worksleepworksleep love my job but need to get away
-1,having an absolute mare trying to sleep
1,@draftmag how could they tell
1,i got brown but amy got burnt  haha
1,pft like i drinked alcohol in the first place
1,lol this is a damn long baseball game
1,watching the usual suspects woot woot
1,hmmm rainn i love my life
1,@tqnews  enjoy the zzzz s
1,@ibeatcancrtwice hello darlin  hows my girl doin today
1,ariel peterpanyoure so handsome  haha
1,then tomorrow photoshoot
1,happy much
-1,im done and i saw you leaving the store
1,@missjenn289 welcome
1,is watching a movie
1,i have worked at wlbt a year today
1,@dayeee sounds good
1,hahahha tooo much eye liner
1,new layout is up hope everyone likes it
1,@shelleyforsberg have fun with dev today
-1,unpacking listen to the clash missing my boys
-1,@danimercado i second that  blaaaahh
-1,exams finished wants my shoes i ordered now
-1,@koa ha and yes back to 2 phones
-1,wathin csii miss grissom
1,@gauneykay ya think
1,is trying to figue out twitter
-1,@bradeyoung  whats wrong honey
-1,working again on a beautiful day
1,mmm yogurtland and previews
1,@pauldawalibi im wit ya
1,good night good night xoxo till tomorrow  besos
-1,@nexs012 fever huhu  im sick again tsk
1,uploading presentation for tomorrow as we speak
1,im just about to set off for york
1,officially a junior
-1,ohh where ohhh where did my rakita gooooo
1,photo dis be my new icon  httptumblrcomxyx1xdp19
1,first update with phone
1,watching logo moviequottipping the velvetquot verdict amazing
1,looks like its time to go
1,wolverine mmmmm
1,@pinkpetrol cool will have a look thanks
-1,aww were leaving today
-1,@biancamaria hey girl i miss you too
-1,@clarionjulie dont look at it youll ruin your dreams
1,i feel so accomplished
1,@iamgaberosales in a while
-1,cried a lot
1,@craigeryowens yaay
1,niiiiightsweet dreams everybody
1,i cannot wait for new moon
1,@courtneyctriggs then sleep my friend
-1,@citizensheep
-1,@joyluck90 i miss you
1,uploading pic to twitpic
1,@dandeadman but your a wanker
1,he hei now have @ablackcloud  following meclever clever
1,just got back from rachaels house
-1,@nkluvr4eva ugh manthat sux
-1,today is gonna be another loooonnggg day
-1,feels veri sian wen quotthisquot hpn agn  httpplurkcomp11k7cg
-1,my head hurts
1,@expresscoffee could u post a pic up for me
-1,i miss riny so much
1,@souljaboytellem    hello
-1,@joemarmatulac thats too sad
1,off to snuggle into bed  yay
-1,trying to study here and im hating it
1,@markcooper1989  love them hows life
1,quality time with daisy marie tomorrow
1,@jessicaashby yesssssssssssssssssss
1,having awesome dadmade snacks at home
-1,watching the quotmediumquot season and series finale
-1,id give anything to be home
1,hi every one
-1,back from the hague no wallet
-1,@natasjacupcake bless your heart  im sorry
-1,@bridge9 aw no way most nontriumphant
1,sold out crowd at the philliesnot a bad deal
1,@michaelsheen httptwitpiccom6r5ub  posing git
1,@feltonese happy birthday patricia
-1,@philrox ouch sorry about that
-1,at work booooo
1,@cherrymafia  its definitely sunshine here
1,@fizzyduck you to
1,@insearchofnkotb i see he has his shoes on tonight
1,@exiter thanks i will donwload
1,@inkgypsy  thank you for your kindness
1,@hawgs38 thanks for the followfriday love
-1,@beboevilbunn sorry i shouldnt have said that
1,spoke to my nana on the phone
-1,i am awake  enough said
1,on a bar on a boat on the river
1,listening to quotnow that youre nearquot
-1,@hdaybell yo tambien im so sad we missed it
-1,why do numbers worry me so
-1,boo toxicology boo  but yay @derrbubs home 
-1,doesent understand this twitter shit
-1,@kicsimu im boring  and you
1,@iamscruffy youll be ite scruff
1,about to book train tickets for friday
1,sunny day
-1,no one ever talks to me
1,@kunalgangar @lalitgbhise i knowthats why the tweet
1,httpbrittnicolesparrowrecordscom the lost get found
1,surprisingly sunny day in san francisco
-1,@michaeljai im okcant complainhope it doesnt rain all day
1,@shainaw hi shaina
1,@jes523 it cant come soon enough
-1,familys over to bad i cant stay
1,woooh waking up in vegas 1 on y100
-1,cant believe im back at work 2moro
-1,had a nice long day of job hunting
-1,working my weekend away
-1,@lupatria boo still got a week of work
-1,is getting another wisdom tooth in  owee
1,@tracecyrus httptwitpiccom69f4j   sweeet haha
-1,i hurt my hand some how
1,up and walking
1,@raphal a fellow ma student from japan
-1,damn man why is my arm joint so sore
1,random hobos and shit
1,@javamomma  thanks for the recommendation
1,stickam   stickamcomhttpabril
1,mocha bear is pretty freakin awesome
1,@cocoabella hey girl ur hair is sharp
1,@etsydeals good night
-1,gonna be a boring day today
1,@deepday huashuas so be welcome back nï¿½oseisetï¿½certo
-1,i want sims 3
-1,22 more days but idk what im doing
-1,im sorry    tbs on sat
1,@misfitdior have a safe trip sweetie  happy monday
-1,i want burger lounge right now
-1,damn damn damn   anyone hiring
-1,this apple is terrible
-1,my exhaust is about to fall of my car
-1,heavy raining and traffic jam the perfect match
1,i still believe in magic
1,@ericrz  dig those awesome shades shes adorable
1,the umbilical brothers  win
-1,sickwish @nelsontx was here to take care of me
1,@seanmurphymusic come to south africa
1,my prey from yesterdays shopping trip  httpyfrogcom42ne3j
1,im going to take a bath
-1,bored  check out my new videos youtubecomtwistedtim01
-1,lost in the big metropolis of mckinney tx
-1,@smnthclp i only have 900mb
1,@leezukor cool cant wait to see you again
-1,that was a  btw 
1,new comic up  httpbitly18wya5
1,@blakeybizz i cant stand it
1,national holiday today for me
-1,boooo up was sold out
1,@draconiams alright when is it i will be there
-1,in bed n my foot is asleep
1,@kaizerin i am so excited about the hword
1,@yimchow its over swindon right now
1,@oceanjan nah chicken its good
1,what a day sleepy sleepy
-1,english revision made me feel worse about the exam
-1,back to the critical essay  z
1,@debparky nice i think i prefer the pinarello
-1,i miss you too @brookebelch
-1,why is my ipod jumping
1,@jinxx did you get my dms
1,httptwitpiccom6a7z9  @joyfulfortress just bought this
1,@harrysampsoniv no thanks for the offer though
1,@sweetinfection good night and sweet dreamz
-1,is missing tony  x
-1,working over bank holiday
1,leaving the officefinallysantos lata
-1,my mood turned so bad
1,@finestgirl54 good morning stephanie
1,coffee is myweakness
1,my late ims with ernest make me smileeee
-1,on the way to the drivein amp starving
-1,@andr8a 361733 problem is still not solved
1,@farahrizan good luck 
-1,2 bnp meps  this is not good
1,@nbaghdady helloooooo
-1,in so much pain
1,myspacecomjsilvadolla check out the music and add me
-1,mall n lunch then work again
-1,so today everyone is at workexcept me
-1,@morganmcgee murrrays isnt open on monday or tuesday
1,off to collect her new rescue rat derek
1,satnite with mo the errjuls n kribaal
-1,wondering how the hell ive lost a dictionary
1,@officialashleyg good luck this week
-1,what do i do now
1,@lauz41 ahh goodnight
1,paramore was amazing   david cooks wife
1,@jerzicua thank you
-1,@allysheehan shit is it cold i have tennis
1,@marijean i did check your email
1,@thedebbyryan aww thats inspiring
-1,@rayleneornelas aww they make me sad
-1,tysons daughter died too young what a tragic accident
-1,i miss @thirdengine
-1,@thesadeianwoman dammit unfortunately in mass
1,@cudddlebug lol excellent
-1,@ingeniousmind we gotta find lullz a job tho
-1,@paulinahearts never again
1,pool day please
-1,in bed wanting some attention
-1,im not ready for it to be 90 degrees
-1,im cold  i hope im not getting sick
1,@beefydia must invite me if you do so 
1,twenty four hour starbuckss
-1,@xarcrius i want a waffle too
1,@duhism you make me laugh thank you
-1,borededed i want to go watch up 
1,really tired at church hanging out with alisha today
1,supppper easy science finall im done with finals
1,@raraactive really send me the link  x
-1,@jfonzy lmaaooo those cheap ass shoes
1,@kferg47 lol yea yea wateva u say
1,good morning
1,@khuranakaran switch to hindustan times  love it
-1,@mattycus @kirikitten cry those arent hunter pets  lmao
-1,one of the worst day 
-1,air france flight 447 is missing
1,@conceet iï¿½m home now
1,diverity won britains got talent
1,is in need of some good deserved sleep
1,@justterrible good morning to u too
-1,@woahohjessica yeah that was really sad
1,is back in the hotel  httpplurkcompxe7o1
1,@magicsix06 welcome
1,payton micheal coming over tonight
-1,ive been here
1,@nickiminaj check out the nictionary at nickiminajfanscom httpwwwnickiminajfanscomnictionaryhtml
-1,12 perfects
1,@kmargossian not much here yetthe busy comes later
1,just woke upwas just reading about the new sidekickhmmmm
-1,getting ready for work
1,@shiftywooten accepted  lold at add me woman hahaha
1,time to spin a few tunes
-1,is very sad that it is week 10
1,going to bed
-1,really wanted to go out 2night
1,this is where i will spend my days httpwwwjanaagrahaorg
-1,@hayyamandarae yessssssssssss i miss them too
1,i love surprise birthday parties
-1,i wish you could be here tonight with me
-1,sick with fever
-1,headach  im bout to cry
-1,i still cant sleep urgh
1,going to see a movie
1,wants to go to bed goodnight
-1,ugh167 queen anne rd
-1,awwwww nothing seems to be going right 
-1,sunburnt and fever  not a good combo
1,@solobasssteve beached as
1,@krisallenmusic the baby pic was cute aww
1,i love quotpart of the listquot by neyo
1,watched french open with daddy whole week
1,shout out to my zude  @nve2009
-1,swifts went down again  moments of brilliance though
1,@jwkirkland through what connection do we know each other
-1,im in a realy bad mood
-1,omg my back  hurts sooo bad ugh
-1,@plumppeaches tall men swooooon wish my hubby was taller
1,@amandabynes heey  your awsome god bless
-1,has put a poorly charlotte to bed
1,@kylebrightest @alexbrightest @derekbrightest im already following both of them
-1,@enamoredsoul   thats so truei have
-1,@airy88  aww that sucks get well soon darlin
-1,rip grandama  i love you
1,@raghavanrp thanks you too
1,@therealjerri someone had to make school fun
1,@aishaalsayegh  3awaaafi
-1,exams will be the death of me
-1,aughh drop by 2  98 diggcom
1,@lokison cool youre the best
1,@galm and he eats meat
1,@m2m omg that is so supercuuuute
-1,my cats injured
1,@ginamchen congrats  what fun
1,congratulations also for bafta winning @jamesmoran well done
1,@katyperry love the originality
-1,really hates chem  httpplurkcompuiq3a
-1,@xodedexo18 what i didnt see him
1,i love rain
1,@brittatv will check them out
1,good morning perfect summer morning here sunny and warm
-1,still no voice  10 weeks and counting
1,listening to david on magic 899
1,even numbers again
1,httpmentorangelablogspotcom  please read and bookmark
1,belgacom is playing with my feet
1,@ekaa17 her face is familiar
-1,@tiaramojo meee too
-1,@cupidgoesrawr no ur not cupid
1,installed quake 3 on his mac
1,is going for a chill
-1,repletion  gagal diet huhuhu
-1,i did it
-1,is feeling tired and a headache is coming on
1,having lunch at bobs with the girls
-1,home and hating it
-1,@theluma so you cant make it today
-1,it is officially summer im already dark
1,jb are gonna be on switch i think
1,@solangeknowles wwwyoutubecomwatchv6urrxta8dom this was the first 1
1,@mommaeileen just to be a sweetie pie i guess
1,@gardenglen httpplaytyperacercom is a fun typing site too
1,has had a great day at the beach
1,@lukeodom i agree and so r u 
-1,@virkus duck  this makes me miss my duck
1,goooooodnight
1,quotdaddyquot bought me an air conditioner
1,@melissap4484 yay   lets do something soon
1,@rosegardenfae thanks for the explanation sounds very interesting
1,@aari1994 hehehe its fun though
1,@yungfreshtodef it was good seeing your big head
1,watching my favorite show friends
1,@stevebrowncroy looking at a poster
-1,@dubarrymcfly aw serious  ah okay cool xxxx
-1,@tmepol wish we coulda made it
1,heyy twitter world
-1,@jessemccartney omg you were in manhattan 
-1,crazy couple of days i miss him already
-1,sucky day
1,eating a very red apple  healthyyy
1,watching harpers island right now
-1,@aims287 no car
1,im with my @bff  were watching a movie
-1,@debblues me no see u at the g4 booth
1,@cassienorris we got @andyclemmensen to number 1
1,auditioning for house md be excited for me
1,@wantacupofjoe 5 dollar footlong  thats what i got
-1,@themakelounge aww no just ignore it
1,@bainmercergirl well im working on it right now
1,@mariliazevedo red wineee
1,watchin sonny with a chance love that show
1,toolman send me an sms thanks
1,@mariodm thanks
-1,i miss my highschool
-1,@shondalanda sucks
-1,goin 2 skool soon yay not
-1,back ome  tired  having a bad headache
1,cant wait to finally see hannah ah
1,at the moment im sitting behind the computer
-1,righting a valedictorian speech
1,@duongsheahan got a link to the post
1,@treaclelove  sweeet  hi po
-1,gosh really going to miss the apprentice
-1,so tired
1,@chrisminjaelee i lt3 sonic
1,@alancarr golden grahams what
1,im super tired
-1,@siangrace i must have missed them sorry
-1,stranded at work
1,@chainofthoughts in guilin echt wahnsinn
-1,my teeth hurt
-1,no new tom music
1,@jules88 haha good luck with that
-1,@purpletiger aboot pets  hope theyre both ok
1,@metricband awesome song awesome band awesome new video
-1,is in alot of pain
1,@traysee73 no prob  hope you come right
-1,sophie has left 4 a long time
1,watching placebo at rar on mtv
1,@senrable hmyou might want to try harder
-1,httptwitpiccom2y867  i miss thiss
1,jonas show tonight yay
-1,blaaaah back to placement so tired
1,@emtrem no its just not a joke lol
1,we got our denali
-1,@cabri  but im glad youre ok
1,watching quotpeoples courtquot judge milian is awesome
1,chatting with my supertito  love him soooooo much
-1,@aliasgrace  sorry to hear that
-1,at the hospitalmy grandas not doing to good
-1,i hate when you cant sleep
-1,@uknomee nope
-1,my niece is in the er eesh
-1,i have a tummy ache  gt luz lt
-1,its soo hot  yet soo windy
-1,having a pizza alone never tastes good
-1,@tynesha o the ending makes me
1,its only coffee dont think dirty  xoxo lena
1,its good news week
-1,my house is fucking freezing
1,mexican wave
-1,im suffering from biceps envy
-1,my eyes are fooling me blinded by you damn
-1,so tired
1,@pitcherpark i want her more on survivor
1,@gingerbittybird i will definitely consider it   lt3
1,@jess92  30secondstomars 30secondstomars 30secondstomars 30secondstomars 30secondstomars 30secondstomars 30secondstomars
-1,@musicology  no money you have my wallet hahaha
-1,whens my tea omg im so hungry
-1,superbored  wanna see transformers 2
-1,i has the sickies
1,@ingermaaike love it
1,@mugglemama awwww run away with me
1,facing a mad week but bring it on
-1,@robluketic it never works for me
1,happy 6 months baby i love u
-1,@seikai noooooo you cant be bored
1,@delilahjames awwwwwe  kids r da cutest
-1,ouchhhh feel like theyre falling to the floor
-1,@saraharnold bubububut my comp cant run left4dead  tear
-1,@machinemusicbox  tears
-1,ohh st drop by 1  32 phreakaholiccom
1,lunching with the hottest redhead on tv
-1,work tomorrow only had one day off this week
1,finshed 3 songs  17 to go
-1,new spurs kit is pretty horrible
1,good day todayyyyyy
1,she wonnnnnnnn
-1,has cramps  ouch
1,@staceycmparker @mrjoatmon @sarasoandso hello to u all too
1,woooo  updates
-1,boooooooooo staying indoors while the sun is shining
1,tha nite couldnt of been better
-1,@rachelsummerlyn not really
1,@gopalo agreed re bed and re you being gentleman
-1,@anniemay omg no fair
1,thinking about shopping messing around on facebook
-1,is not liking being away from him
1,@dannyroberts just ordered some slopers and pattern paper
-1,yeah definately sick bummer
1,@emithetwit delicious your work looks absolutely yummie
-1,getting ready to leave church
1,its really gorgeous out  httpmylocme2dq2
1,here comes the newlyweds funny show
-1,@joni1 oh no hope everything is okay
-1,waiting in line at kfc
1,@brodyjenner your just now gettin upp wow
1,@wakinglifexx really it looks amazing
1,@hrhprincessrhea cool
1,@katjaib ill have a cup
-1,@celinehlbk ok good dont scare me like that
1,hatching pete on the 7th cant wait
1,@roxbarom keep t coming that is good stuff
1,@davidisherwood  oh no you know the best medicine
1,@kateisoverthere flickring and facebooking  hows your cam
1,please a follow @traceme and b forgive shameless plug
-1,@mellisalamay aww let down  ha  alright
-1,@yogh  hugsss
1,@officialtila heehee those guys are everywhere welcome back
1,@streetraceuk  saw your stand  lookin good
1,@saharabloom good morning
1,@mitchelmusso  lt33
1,had an awesome rave last night
1,elbstrand  watching the sun goes down
-1,@sweetdahlia shit
1,@papercakes guess thats why but nutsy dreams are fun
1,@tommcfly i never saw star warsit is good
-1,being sick stinkss  text if ya wannnaalt3
1,@allstaralice im fine  what about you
1,@paradigmsl thank you  glory to god
1,@jaynelouize yay your coming back
-1,lying in my tidy room boreeeeeed
1,at the beach with sharkey  httpmylocme2vlo
-1,last day of highschool tomorrow
-1,seniors make me sad
1,@tommcfly hope you guys have a great show tonight
1,lovin the raincoz im home
1,just drove part bedford riding shot gun
1,@iamspectacular damn like dat   hahaha
-1,boooo work
1,is now certified in final cut pro 6
1,reading some more uzumaki and talking to trevs online
1,time to get my workout on
1,im having my all time week
1,mark hoppus is awake @markhoppus goodmorning
-1,miss tay 
-1,really big bee beside of  me
-1,@monkeytail81 showoff i still have 5 more hours
1,@seattlestorm10 awwwww  thats so sweet  thank you
1,crackberry lol
1,lmfao youre all gonna get swine flu have fun
1,httptwitpiccom68fiv  @donniewahlberg and @jonathanrknight
1,yea i have ma own twitter
-1,@lasvegasgrl83 argh spoiler
1,@anitapsays congrats anita  thats great news
1,i need to be nice
-1,recovering from an injury made by laughing too much
1,@atheisttoolbox glad you liked it
-1,my tuenti doesnt work
1,yay  i know how to use twitter lt33333
1,@eeemilya i shall be there
-1,@chrismibacache noo way hahaha i miss them
-1,@mariahussaini  aww   yeah i was s
-1,@littlemissglitz aww mani wish peri wasnt leavin
1,@kinababy includin me rite  lol
1,@thisismyiq pizza or instant noodles
1,taking alyssa and niko to the bean today
-1,@alan678 socalevo is down tonight
1,i neeeed more followers tell ya friends about me
1,yay cosmogirl just fell on the doormat
-1,@xt0rrent answer my text
-1,i hate sunburn  xxxxxxxx
1,yawns aaa bye now people of twitter
1,@jaecka theres nothing quothahaquot about this morning evil woman
-1,@sararamli watching wimby nadal not playing
-1,i really cant sleep i feel kind of anxious
1,@breathein thatd be nice
-1,one more week of there hell like treatments
1,@kmunchy77  see you sunday love
-1,hates sciences
1,quotmy life in ruinsquot was a pretty good movie
-1,off to start the week
-1,@kirsttt7 thannks kirst   who 
1,saving a drowning butterfly  goodnight everybody 
1,still playin resto city
-1,@thedandyproject youre right
1,papa papa paparatzzi obsessed with the song
-1,@renesmeecarlie ohh okey
1,listening to music
-1,@jinalshah wish such things happened here in india
1,wanna see our commercial  here you go httpbitlyjzxve
-1,is so hungry
1,@heatherquest jake is my edward  hahaha
-1,you cant sing with a blocked nose
-1,@cmaxcooper i meant the babies
-1,@quimo it does seem like block party is done
1,good morning gonna eat then watch the tyra showww
-1,going through my boxxxx of memories
1,off to bed now gnight everyone
-1,@crypticfragment aw  hugs
-1,100 degree fever goin down wana die right now
-1,its raining
1,@purplepleather @shanterowland good good
-1,@missrogue aww get well sweetie sorry youre sick
-1,says ditinggalin emang membuat luka batin  httpplurkcomp13b00f
1,@joshuaheathscot aww she takes after her moms
-1,@quilateara grrr  you ated my smorez
-1,love you @chilenabella 
1,on my way to camp two days
1,showeeeeeeeeeeeeeeeeeeeeeeeer
1,@carrathewash cheers  have fun
1,@freska awwww thanks girl u cool ass peeps too
1,watching the simpsons
1,@dianakhalil youre most welcome
1,i suggest u this
1,@peqs although you are right more important things
-1,@lostinmiami hes got a point
-1,my eye
-1,i want my pjs and my plaid shirt
1,@craym0nk ah
1,@colbertobsessed nice have fun  cliqueoftwitter
-1,i am sleeping but ive had some tummy trouble
1,@neondeception be good
1,quoti killied sirius blackquot
-1,@djmagic i left that one at stephs for you
1,will be back
1,right im off  bai baiz
1,@tqpannie wasnt it i love the mac commercials
-1,@badgernoble holy crap that aint good
1,@annajustlovesu hey anaa
1,needs new breakdowns and thinks hes found them
1,@richieh does that make 100
-1,my phone was turned off
-1,this sucks cant believe im not playing tonight
1,crisp saturday morning in farmington hills mi
1,@parkerwelling sounds like heaven
-1,beautiful morning hope it doesnt rain
1,@misternoodle youre welcome
-1,at work dreading my re class tonight
1,looking forward to my 3 day week
-1,im soo bored i have nothing to do
-1,geneva airport is the worst
-1,i lashed out today
-1,@larisan19  that is soooo sad
-1,archie andrews what were you thinking veronica
-1,halsont from hell
-1,im soo sad cause @mileycyrus didnt win
1,@youngq mmmmm ice cream
-1,watching the patriot rip heath leadger
-1,only 8 days till more surgery
-1,my puppy doesnt like the vet
-1, i need the 200 to get to work
1,my supervisor today is awesome
1,@bkfstattiffanys haha okay i will
-1,broke my facebook
-1,really sick  again think its strep throat again
-1,@kidnapdavey aw youre no fun
-1,i am not having a good day today
-1,cryin over greys anatomy
-1,@itsjustjeni awwwww im sawrie i havent gone on twitter
1,and the lipstickprincess actualy paid in the endliteraly
1,send me @replies  @reply
-1,@polskiekwiaty i cant either  are u feeling better
-1,stop that ugly noises plz
-1,im carrying my emilys grandmothers casket tommorrow
-1,cannot sleep
-1,i really wanted to see ellen today
1,@dragonmachida yeah  you want here
-1,aidan better be back next year  x
-1,blearyeyed at dennys
-1,my finger is now pregnant
-1,@drsuessmn never at wal mart
-1,@madguy000 no i havnt
1,definitely just got 125 something  yay
1,@marieskizo cool  good luck 
1,@dannywhitehouse that last message wasnt a dig
1,@reedcourty esï¿½lytelen
-1,spoiler alert suz needs hearts because she has none
-1,dammit the brits won
1,@linfinsaysrawr i wanna see it  lol
1,@amandaa16 yeah me too  it was awesome
-1,@jamesatomic fb linking is still broken
1,waiting for tonight
-1,getting up alone again  weather is beautyfull
-1,annoyed by how much she hates me
-1,my room is soo hot
-1,@katak  from exams   aww poor thing
1,just watched up  heheh so cute balloonslt3
1,@melodysong hey i m frm assunta too
1,@lferreira my favorite place there is the quotgenius barquot
-1,awwww itll b ovr by 2morodamn  asot400
-1,just realized i post bad tweets
-1,wheres all the sunshine gone
1,just watched the e3 press conference andwow
1,@sueszoo thanks sue
-1,so freaking tired and no coffees
-1,fighting with javascript today  sigh
1,@tweetaceleb awww thank you
-1,@ssslacker is the comic gone
-1,@dylancullen  i am very sad now
-1,@hottvampchick i only have six
-1,@thats depressing  i dont like rain
1,cant wait for my holiday now
-1,@theevilrob my hearts broken come fix it asap
-1,the weather forecast bay area is depressing me
1,school again 2 more days
-1,@mybonescostme im sick  and it sucks
1,@thisismyiq me  where u at iq
-1,@chrisimmunity  chin up
-1,wishing the magic would have won
-1,cheapest tickets for journey on aug 1 are 68
1,hot party @ taboo tonight
-1,the dance was so fun im gonna miss sarah
1,a pointless class djs for cof and breakfast
1,@birnentine thank you  how was your rudievening
1,done with open house
1,@nickbbys houseeeeeeeee
-1,still sick which suuuucks
-1,i have a headache again
1,is listing to music and talking on msn
-1,heading home as i didnt get my work done
1,is watching wizards of waverly place
-1,is doin biology assignmentshit its due on fridae
1,@sarahintheskyy good mornin  x
1,excited for my boyfriend to get here
-1,rain is with me 
1,sydney white til i ko gniight
-1,history regents
1,agreeing with @tommcfly starwars marathon geeks unite
1,@meriesteban nono never  shame on me
1,@lisawhelpley redundancy has never been so delightful
1,baking a thomas the train cake
-1,@kelzies only your pic is green for me
-1,last day of the fair tomorrow
1,sooooooo excited to go home
1,procrastinating alot of stuffbut its finesummer in one week
-1,i have to pee reeeeeally bad
1,so nice to have friends
-1,carlenn smith withdrawls
1,@tuna lol just got your dm nice title
1,loves fresh pineapple mmmmmmmm
1,@sradioclub welcome to twitter
-1,reading editor blogs can really get you down
1,@sdradio you should be on a game show lol
1,squeek xcited mr stevens here 2moro
-1,leg cramp
-1,bored i need someone to talk to
-1,@ayahloveee mikey drove the boomr
1, goodnight im going to sleep with my monkey
1,i love juice boxes
1,@partyinmypants aside from stressed im all good yourself
-1,worried for my cousin and her son
-1,@araia1906 hahah i know theyre almost gone
1,spending a week in san fransisco this summer
1,httpbitlyvwv6h  lets get tom to the top
1,@psychodwarf look forward to it
1,finally the bells ringing see ya twitterers
1,twitter reschedules  that is cool of them
-1,i hate when violent weather wakes me up
-1,@hayleynqahuia yeah well im bored now
-1,so sick i dont wanna miss class today
1,gr says@miss412 yes maam i did
-1,wow todays one of the saddest days ever
1,@uhandbag no problem its nothing important
1,i had fun singing in the shower
-1,@einfachmich but no more  makes me very sad
1,@mitchelmusso no way that is so cool
-1,@shinytoyguns at least you probably have sunshine
-1,ewstarbucks you continue to disappoint
1,@lizzieiscool thank you
1,@bethftw yes it was  wanna do something tomorrow
1,off to the gym early
-1,soi really want to be home right now
1,loooooooving the rainstorm outside
-1,just poured cereal and milk all over my bed
-1,my last daybreak day
-1,im cold  and bored and feeling like shit
1,back from the school dance it was awesome 
1,@liswebnet hmmm at the bakery
1,good morningggggggg world  i feel sooo happy
1,rise amp shine
1,@heatherb84  lady dogs
-1,bed time work tomorrow
-1,air france oh man another tragedy to worry about
-1,im starving now hix
-1,@thedramaking
-1,@fuckcity havent you gotten any presents
-1,@ my office working my ass off
1,@wolfgang ooh i never knew thanks
-1,i cant be arsed to go to work today
1,brr its 61 in san antonio in may
1,@melly16 sher sher haha  legend
1,@bluesaddict youre twittering
1,@hanbanana the great susan boyle httptinyurlcomd2sekx
-1,@auntbunny whats wrong
-1,its may 21 @xxxtak my party is the 22nd
-1,i have growing pains in my leg  ouch
1,yay dc on a roll
-1,@ticklemesavi i do have that effect on the ladies
1,cooking
-1,@antruong1 no  im going to sd tonite
-1,looks like we wont be going out after all
1,going to jacks for dinner with my bff
1,i am tom alge what ever his name is
1,cleaning my room watching logan today
-1,back at uni today  then more maths groan
1,nursing the baby planning on my pursuit of happyness
-1,@sutherncrazygrl  party pooper
1,@hoangv you love us
1,@sarahweissman thats a wonderful feeling to wake up with
1,@chadsmith729 thx for the kudos
1,@jtbritto night love nice talking to u tonight
1,at home cleaningand then off with ben
-1,anothr wastd day
